"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9975","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:41:19 GMT 2025","passed","Tue Oct 07 19:41:29 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","4731","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:57:09 GMT 2025","passed","Tue Oct 07 19:57:14 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","6774","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:01:54 GMT 2025","passed","Tue Oct 07 20:02:01 GMT 2025","TestUserLocation","test_user_location","",""
"","46659","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 19:32:00 GMT 2025","passed","Tue Oct 07 19:32:46 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","3716","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:58:45 GMT 2025","passed","Tue Oct 07 19:58:49 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","4951","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:55:26 GMT 2025","passed","Tue Oct 07 19:55:31 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","18193","Пользователь видит цены на смартфоны марки Honor","tests.tests_catalog","Tue Oct 07 19:47:23 GMT 2025","passed","Tue Oct 07 19:47:41 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","6412","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:00:08 GMT 2025","passed","Tue Oct 07 20:00:15 GMT 2025","TestUserLocation","test_user_location","",""
"","10239","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:41:49 GMT 2025","passed","Tue Oct 07 19:41:59 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","9851","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:39:19 GMT 2025","passed","Tue Oct 07 19:39:29 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","15638","Пользователь видит цены на смартфоны марки Nubia","tests.tests_catalog","Tue Oct 07 19:51:15 GMT 2025","passed","Tue Oct 07 19:51:31 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","3242","Проверяем что пользователь может авторизоваться по номеру телефона","tests.tests_authorization","Tue Oct 07 19:28:44 GMT 2025","passed","Tue Oct 07 19:28:47 GMT 2025","TestUserCanAuthWithPhoneNumber","test_user_auth_with_phone_number","",""
"","34242","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 19:29:28 GMT 2025","passed","Tue Oct 07 19:30:02 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","7954","Пользователь при первом посещении (session) может принять соглашение об обработке кук","tests.tests_home_page","Tue Oct 07 19:53:07 GMT 2025","passed","Tue Oct 07 19:53:15 GMT 2025","TestCookiesMayBeAccepted","test_cookies_notice_may_be_accepted","",""
"","4897","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:53:38 GMT 2025","passed","Tue Oct 07 19:53:43 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","10458","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:01:05 GMT 2025","passed","Tue Oct 07 20:01:16 GMT 2025","TestUserLocation","test_user_location","",""
"","11004","Пользователь видит цены на смартфоны марки Asus","tests.tests_catalog","Tue Oct 07 19:50:31 GMT 2025","passed","Tue Oct 07 19:50:42 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","0","test_add_smartphone_of_brand_apple_iphone_to_user_cart[Apple iPhone 16 Pro Max 256 GB black titanium]","tests.tests_catalog","Tue Oct 07 19:30:03 GMT 2025","failed","Tue Oct 07 19:30:03 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","15959","Пользователь видит цены на смартфоны марки Samsung","tests.tests_catalog","Tue Oct 07 19:44:50 GMT 2025","passed","Tue Oct 07 19:45:06 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","9042","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:57:51 GMT 2025","passed","Tue Oct 07 19:58:00 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","23478","Наведение курсора на разделы каталога и навигация по нему","tests.tests_catalog","Tue Oct 07 19:43:04 GMT 2025","passed","Tue Oct 07 19:43:27 GMT 2025","TestCatalogMenuOnHomePage","test_catalog_menu_on_home_page","",""
"","10113","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:38:15 GMT 2025","passed","Tue Oct 07 19:38:26 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","4113","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:56:29 GMT 2025","passed","Tue Oct 07 19:56:33 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","42335","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:35:05 GMT 2025","passed","Tue Oct 07 19:35:47 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","16754","Пользователь видит цены на смартфоны марки OnePlus","tests.tests_catalog","Tue Oct 07 19:48:31 GMT 2025","passed","Tue Oct 07 19:48:48 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","16166","Пользователь видит цены на смартфоны марки Apple iPhone","tests.tests_catalog","Tue Oct 07 19:44:00 GMT 2025","passed","Tue Oct 07 19:44:17 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","16001","Пользователь видит цены на смартфоны марки Xiaomi","tests.tests_catalog","Tue Oct 07 19:45:40 GMT 2025","passed","Tue Oct 07 19:45:56 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","41734","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 19:30:39 GMT 2025","passed","Tue Oct 07 19:31:21 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","15499","Пользователь видит цены на смартфоны марки Google","tests.tests_catalog","Tue Oct 07 19:46:28 GMT 2025","passed","Tue Oct 07 19:46:44 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","3667","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:54:05 GMT 2025","passed","Tue Oct 07 19:54:08 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","4165","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:54:29 GMT 2025","passed","Tue Oct 07 19:54:34 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","4020","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:55:54 GMT 2025","passed","Tue Oct 07 19:55:59 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","57691","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 19:33:26 GMT 2025","passed","Tue Oct 07 19:34:24 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","9847","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:39:47 GMT 2025","passed","Tue Oct 07 19:39:57 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","7655","Проверяем что корзина пуста","tests.tests_cart_page","Tue Oct 07 19:29:04 GMT 2025","passed","Tue Oct 07 19:29:11 GMT 2025","TestCartIsEmpty","test_cart_is_empty","",""
"","10048","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:42:29 GMT 2025","passed","Tue Oct 07 19:42:39 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","5713","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:02:49 GMT 2025","passed","Tue Oct 07 20:02:55 GMT 2025","TestUserLocation","test_user_location","",""
"","9207","Пользователь видит цены на смартфоны марки Huawei","tests.tests_catalog","Tue Oct 07 19:52:05 GMT 2025","passed","Tue Oct 07 19:52:15 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","8800","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:04:53 GMT 2025","passed","Tue Oct 07 20:05:02 GMT 2025","TestUserLocation","test_user_location","",""
"","13735","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 20:03:59 GMT 2025","failed","Tue Oct 07 20:04:13 GMT 2025","TestUserLocation","test_user_location","",""
"","18882","Пользователь видит цены на смартфоны марки Nothing","tests.tests_catalog","Tue Oct 07 19:49:29 GMT 2025","passed","Tue Oct 07 19:49:47 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","10440","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:40:49 GMT 2025","passed","Tue Oct 07 19:40:59 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","10274","При определении геолокации пользователя появляется
         модальное окно с возможностью согласиться или выбрать другую локацию","tests.tests_home_page","Tue Oct 07 19:59:14 GMT 2025","passed","Tue Oct 07 19:59:24 GMT 2025","TestUserLocation","test_user_location","",""
"","4151","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 19:54:59 GMT 2025","passed","Tue Oct 07 19:55:03 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","10847","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:40:18 GMT 2025","passed","Tue Oct 07 19:40:29 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","11029","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:37:36 GMT 2025","passed","Tue Oct 07 19:37:47 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","6935","Пользователь видит цены на смартфоны марки Motorola","tests.tests_catalog","Tue Oct 07 19:52:49 GMT 2025","passed","Tue Oct 07 19:52:56 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","10350","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:38:50 GMT 2025","passed","Tue Oct 07 19:39:01 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","12652","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 19:36:51 GMT 2025","passed","Tue Oct 07 19:37:03 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
